source,target
25994,83174
25994,69340
25994,72892
25994,26036
25994,69937
25994,126804
25994,148326
25994,76109
25994,83168
25994,57648
25994,29093
25994,44684
25994,97856
25994,28247
25994,79681
25994,45011
25994,49122
25994,8255
25994,144570
25994,71914
25994,63994
25994,62768
25994,148518
25994,3335
25994,123480
25994,147164
25994,43332
25994,73592
25994,31381
25994,73051
25994,98136
25994,114649
25994,44671
25994,39244
25994,43390
25994,85185
25994,80459
25994,20372
25994,48751
25994,122388
25994,121971
25994,85298
25994,100701
25994,40246
25994,84160
25994,82134
25994,71950
25994,104213
25994,77330
25994,42345
25994,124002
25994,51725
25994,144842
25994,132978
25994,34857
26034,2431
26034,3172
26034,5935
26034,8609
26034,12022
26034,29077
26034,33892
26034,53938
26034,61969
26034,62630
26034,67705
26034,69651
26034,83618
26034,88982
26034,97844
26034,99551
26034,129779
26034,146982
26036,1891
26036,6228
26036,5867
26036,8609
26036,5935
26036,25748
26036,25994
26036,29327
26036,33892
26036,47222
26036,48358
26036,49834
26036,76369
26036,80990
26036,81652
26036,85659
26036,108803
26037,119450
26037,39803
26037,132397
26037,72296
26037,107916
26037,88678
26037,93354
26037,58937
26037,130606
26037,53592
26045,50051
26045,49069
26045,45499
26045,90962
26045,51905
26197,146954
26197,68601
26197,68596
26197,33892
26197,50340
26197,141086
26197,147122
26197,146963
26197,27428
26197,4671
26197,100146
26197,126791
26197,22295
26198,1392
26198,15247
26198,41067
26198,48358
26198,75750
26198,98578
26270,5142
26270,13136
26270,23906
26309,73444
26309,89128
26309,87224
26309,79243
26309,93331
26309,133161
26321,93513
26321,142322
26321,89505
26321,38784
26365,10301
26365,25181
26365,36754
26365,38265
26365,40289
26365,42581
26365,44803
26365,46146
26365,48979
26365,69416
26365,71051
26365,78818
26365,85044
26365,93385
26365,106386
26365,106552
26365,129535
26365,131406
26366,12022
26366,45969
26366,67915
26366,7941
26366,53129
26366,107149
26382,1273
26382,3063
26382,9624
26382,19082
26382,26607
26382,62987
26491,39961
26491,123820
26491,62039
26491,129847
26491,27509
26507,71914
26507,143681
26507,124106
26507,79732
26507,85444
26507,29283
26607,4800
26607,13283
26607,26382
26607,56547
26751,18170
26751,80459
26802,1888
26802,5142
26802,5377
26802,6641
26802,9754
26802,26751
26802,27486
26802,41012
26802,4830
26802,33391
26802,49601
27205,8350
27205,25248
27205,31695
27205,41117
27205,30891
27237,17711
27237,18803
27428,4078
27428,25994
27428,79448
27429,90216
27429,38784
27429,114828
27429,97213
27429,142322
27429,77261
27429,93331
27452,19734
27452,98136
27452,29365
27452,37643
27452,49122
27452,146609
27486,3361
27486,7970
27486,25248
27486,26802
27486,4830
27509,45681
27522,51532
27561,25662
27561,53878
27578,132077
27578,62987
27578,41519
27578,122282
27578,97875
27578,132806
27629,80784
27629,85390
27900,2897
27900,4766
27900,6577
27900,8609
27900,11095
27900,11645
27900,23323
27900,24988
27900,25662
27900,25897
27900,29050
27900,29327
27900,31658
27900,40119
27900,39961
27900,43733
27900,43516
27900,44262
27900,49328
27900,50340
27900,56688
27900,66847
27900,74639
27900,106552
27900,106767
27900,132612
27900,133133
28070,5935
28070,134586
28070,65559
28070,114348
28070,119686
28247,5867
28247,7481
28247,13222
28247,16687
28247,25994
28247,44671
28247,123480
28247,20372
28247,48479
28247,7941
28247,57648
28247,124002
28247,101036
28247,55243
28247,28377
28247,123926
28247,62630
28247,46736
28247,19113
28247,143681
28247,77231
28247,87224
28247,70180
28247,106557
28247,111462
28247,86306
28247,69706
28275,11645
28275,21970
28275,24153
28275,25181
28275,39596
28275,40807
28275,41646
28275,41519
28275,49148
28275,49325
28275,50484
28275,53241
28275,55243
28275,65084
28275,74006
28275,79204
28275,106552
28275,132013
28275,135387
28299,1050
28299,10372
28299,35515
28303,796
28303,30144
28303,132532
28303,30153
28303,69795
28303,29660
28303,132612
28303,29832
28303,29672
28303,97893
28303,113444
28303,29849
28303,30321
28303,29932
28303,54542
28303,57902
28303,30141
28303,29930
28303,114288
28303,30226
28303,85891
28304,85877
28304,108120
28304,107739
28304,107916
28377,1699
28377,1891
28377,5362
28377,6228
28377,5935
28377,7481
28377,5867
28377,13222
28377,16687
28377,25994
28377,28247
28377,32576
28377,44671
28377,46736
28377,48479
28377,49122
28377,55243
28377,57648
28377,62630
28377,69706
28377,70180
28377,86306
28377,87224
28377,89766
28377,99315
28377,101036
28377,106557
28377,111462
28377,123480
28377,123926
28377,124002
28377,148686
28466,796
28466,123738
28546,45499
28546,46794
28546,58937
28546,69455
28546,88863
28546,107914
28546,108799
28546,108858
28546,124001
28546,129535
28546,130681
28546,132137
28546,132778
28546,133730
28569,132628
28818,12602
28818,142532
28818,49325
28818,107149
28818,133586
28818,126691
28818,126646
28818,12154
28818,141281
28818,59856
28818,94073
29054,33823
29054,130546
29054,44996
29054,112023
29054,122632
29054,106533
29077,97796
29077,92217
29077,26034
29077,57258
29077,90047
29077,37919
29093,1891
29093,6228
29093,5867
29093,25994
29093,42008
29093,70180
29093,61139
29093,80976
29093,77261
29093,64647
29283,23286
29283,25662
29283,23906
29283,132013
29283,115114
29283,47985
29283,81071
29283,61303
29283,76369
29327,5935
29327,21618
29327,80976
29365,27452
29526,796
29526,29660
29526,29932
29526,29679
29526,132453
29526,30321
29526,29930
29526,29529
29526,57951
29526,29531
29527,796
29527,11123
29527,67615
29527,78483
29527,75475
29527,38473
29527,87073
29529,796
29529,29660
29529,29679
29529,30321
29529,132453
29529,54542
29529,49148
29531,796
29531,29849
29531,29932
29599,146238
29599,88520
29599,54863
29660,796
29660,16412
29660,28303
29660,29526
29660,30226
29660,96199
29660,30153
29660,29673
29660,29809
29660,29932
29660,73107
29660,29930
29660,29849
29660,78463
29660,119309
29672,796
29672,12264
29672,28303
29672,29832
29672,30226
29672,29660
29672,57902
29672,30144
29672,30153
29672,29932
29672,29721
29672,86470
29672,29930
29673,796
29673,16476
29673,29660
29673,29721
29673,30144
29673,50340
29673,57902
29673,69795
29673,29679
29673,132612
29673,29832
29673,54542
29673,33708
29673,30321
29673,71117
29673,30153
29679,796
29679,16476
29679,28303
29679,29526
29679,29660
29679,29721
29679,29673
29679,29529
29679,30144
29679,30153
29679,57902
29679,50340
29679,132453
29679,54542
29679,38282
29679,85891
29679,30226
29679,78873
29697,1210
29697,25855
29697,106427
29697,103095
29697,80976
29721,796
29721,11123
29721,29672
29721,50340
29721,57902
29721,29832
29721,37005
29721,29679
29721,29673
29721,30226
29721,132532
29730,796
29730,42360
29742,145555
29742,46743
29742,77023
29809,7459
29809,18910
29809,81205
29809,111675
29809,146183
29832,796
29832,28303
29832,29672
29832,29721
29832,132612
29832,30153
29832,57902
29832,30226
29832,127937
29832,30141
29832,29930
29832,29932
29849,796
29849,21167
29849,28303
29849,29526
29849,29660
29849,29930
29849,29531
29849,30153
29849,30321
29849,57902
29849,132453
29849,132532
29853,32704
29853,59081
29853,59373
29853,136620
29853,113489
29853,90419
29853,137987
29896,1891
29896,5867
29896,8651
29896,48358
29896,48872
29896,50660
29930,796
29930,29526
29930,29660
29930,29832
29930,29932
29930,30321
29930,29849
29930,30153
29932,796
29932,21576
29932,28303
29932,29672
29932,29526
29932,29660
29932,29832
29932,29930
29932,29531
29932,29849
29932,30153
29932,30144
29932,30226
29932,30321
29932,57902
30141,796
30141,29832
30141,29930
30141,138213
30144,796
30144,21576
30144,28303
30144,29672
30144,29526
30144,29660
30144,29673
30144,29832
30144,29930
30144,29679
30144,29849
30144,30153
30144,85891
30144,113444
30144,84543
30144,132532
30144,114288
30144,132612
30144,50340
30144,69795
30144,29932
30144,55953
30144,54542
30144,48274
30144,30226
30144,57918
30144,140030
30144,133586
30144,57902
30153,796
30153,12264
30153,28303
30153,29672
30153,29660
30153,29832
30153,29930
30153,29679
30153,29849
30153,57902
30153,30144
30153,29932
30153,30321
30153,1395
30153,30226
30153,78818
30226,796
30226,29672
30226,29660
30226,29721
30226,29673
30226,29832
30226,29679
30226,85891
30226,132532
30226,29932
30226,69795
30321,796
30321,28303
30321,29526
30321,29529
30321,29673
30321,29930
30321,29531
30321,29849
30321,30153
30321,132453
30321,29932
30321,97893
30321,57902
30369,13613
30369,132013
30369,58792
30369,81071
30570,4294
30570,1891
30570,25855
30570,44382
30570,45853
30570,51538
30570,64647
30570,74590
30570,78674
30570,92551
30570,124536
30865,7966
30865,11938
30865,43162
30865,121227
30865,44262
30865,125939
30891,4598
30891,8246
30891,8467
30891,12022
30891,12557
30891,19289
30891,23651
31041,96448
31041,148317
31041,74818
31099,5935
31099,26751
31099,57229
31099,51538
31099,78139
31099,75202
31099,77259
31099,41912
31099,54273
31099,73675
31099,32255
31099,34531
31099,35687
31285,11337
31285,36754
31285,45011
31285,48979
31285,99716
31285,127874
31289,3172
31289,3641
31289,8609
31289,20221
31289,25897
31289,27452
31289,27429
31289,29599
31289,62693
31289,79951
31289,55953
31289,128116
31289,129847
31289,107501
31289,7941
31289,7685
31289,48643
31289,124106
31289,133586
31289,90962
31289,41290
31289,39596
31289,58279
31289,57736
31289,58792
31289,51286
31289,97844
31289,39909
31289,89184
31289,40807
31289,69455
31289,143433
31289,93354
31289,52190
31289,108120
31355,80591
31381,25994
31381,43809
31428,3818
31428,8643
31428,11123
31428,20324
31428,63003
31428,87855
31428,11236
31428,122299
31428,121801
31428,40995
31428,50885
31428,31807
31428,77262
31428,75495
31531,1210
31531,20235
31531,94621
31531,64647
31570,31807
31570,130946
31570,31797
31570,11118
31570,72296
31570,131113
31570,84543
31572,31607
31572,130946
31572,111334
31572,55287
31607,6298
31607,24440
31607,28304
31607,10195
31607,107501
31607,130946
31607,42582
31607,89184
31607,88678
31607,149646
31607,126691
31607,93354
31607,91426
31607,129847
31607,39803
31607,44168
31607,116080
31607,12134
31607,76259
31607,128237
31607,31797
31607,55151
31607,32255
31607,46146
31607,60796
31607,106292
31607,90584
31607,107916
31607,129535
31607,108125
31607,107369
31607,85877
31607,86597
31607,68833
31607,55287
31607,92056
31607,31807
31607,133133
31607,53058
31695,1699
31695,2308
31695,1891
31695,8643
31695,12793
31695,16985
31695,20334
31695,24926
31695,25248
31695,27205
31695,33913
31695,86306
31695,41117
31754,1210
31754,20235
31754,49601
31754,52893
31754,70757
31754,73170
31754,122632
31754,131581
31754,136404
31797,31570
31797,31807
31797,114019
31797,135387
31797,32255
31807,7352
31807,31570
31807,31797
31807,130946
31807,114019
31807,49016
31807,93352
31807,32255
31881,5935
31881,39700
31881,74740
31881,76354
31881,97856
31974,18343
31974,21758
31974,23286
31974,35884
31974,115114
31974,115115
31974,112057
31988,25855
31988,38282
31988,40295
31988,50135
31988,73959
31988,74054
31988,74310
31988,75475
31988,75592
31988,78617
31988,134051
31988,149882
32029,6577
32029,33357
32029,46980
32029,59146
32029,107662
32150,1210
32150,1392
32150,3070
32150,25897
32150,145071
32150,45798
32150,107541
32255,113245
32255,67712
32332,13343
32332,25248
32397,1210
32397,4502
32397,34352
32397,64647
32397,80976
32397,84721
32397,85607
32397,88094
32397,148317
32397,149882
32406,1105
32406,100090
32406,110311
32406,39961
32406,53875
32406,51895
32406,108803
32406,39926
32406,7685
32406,42345
32406,73051
32406,69455
32406,86863
32406,68408
32426,1210
32426,8934
32426,11571
32426,23286
32426,72964
32426,80403
32426,4673
32426,49107
32426,88570
32426,48643
32434,1210
32434,105919
32446,1105
32477,63793
32477,37190
32477,79628
32477,65153
32477,32620
32576,1105
32576,6478
32576,38128
32576,79628
32576,43522
32576,120854
32576,28377
32576,47448
32576,60796
32576,140030
32576,88997
32620,32477
32620,37190
32620,79628
32654,1105
32654,25855
32654,52190
32654,45011
32654,74639
32676,31041
32704,1105
32704,7737
32704,29853
32704,29730
32704,90428
32704,90033
32704,100146
32704,80481
32704,107916
32704,53669
32704,116660
32704,126479
32704,85750
32704,99551
32704,150205
32704,45115
32704,99548
32704,54774
32704,33461
32704,86479
32704,90204
32704,90419
32704,34763
32704,66827
32704,59081
32704,76629
32704,90792
32704,42360
32704,90961
32807,1210
32807,1699
32807,19697
32807,20235
32807,87855
32807,88627
32807,78476
32807,148317
32835,12930
32835,52050
32835,55413
32835,78055
32835,106055
32835,109234
32931,92220
32983,5935
32983,76651
32983,76732
32983,144839
32983,87384
32983,8255
32983,76737
32983,51905
32983,65485
32983,70132
33043,1891
33043,6228
33043,5867
33043,69937
33043,111460
33043,111406
33043,76018
33043,98578
33043,90798
33043,1830
33052,33662
33052,120565
33052,113353
33080,1136
33080,9602
33080,29050
33080,56379
33080,50628
33080,48274
33080,48358
33080,132869
33080,99716
33080,4671
33080,102001
33080,90408
33080,649
33293,86306
33293,81230
33357,50741
33391,4078
33391,1891
33391,14784
33391,26802
33391,79299
33391,40295
33461,1699
33516,22918
33516,143435
33516,27511
33516,56166
33516,68079
33516,71487
33518,2134
33518,3126
33518,8609
33518,15247
33518,24988
33518,26802
33518,29327
33518,39972
33518,48358
33518,69340
33518,72892
33518,76916
33518,79888
33518,104800
33518,108803
33518,143577
33662,112168
33662,124479
33662,93797
33662,120460
33708,5935
33708,23121
33708,29673
33708,58330
33708,81652
33708,61807
33708,131350
33823,8824
33823,21828
33823,26802
33823,29054
33823,50484
33842,1136
33842,39244
33842,54838
33842,138899
33842,86635
33892,5935
33913,5599
33913,22918
33913,31695
33913,85994
33913,90877
33913,6762
33920,33708
33920,69937
33920,113245
33920,39961
33920,48358
33920,57736
33920,7941
33920,76369
33920,62483
33920,95241
33995,48274
33995,39600
33995,88735
34015,33293
34015,57632
34015,67705
34032,5935
34032,34112
34032,51538
34032,143577
34032,129779
34032,44115
34032,126023
34032,61189
34032,99558
34032,55953
34032,89184
34040,5935
34040,34652
34103,1392
34103,3554
34103,3984
34103,6150
34103,11645
34103,29077
34103,33461
34103,34652
34103,36754
34103,42265
34103,42360
34103,48274
34103,51286
34103,52050
34103,55043
34103,56688
34103,58279
34103,62717
34103,68607
34103,74818
34103,76259
34103,83695
34103,90962
34103,93513
34103,99937
34103,102390
34103,104800
34103,110123
34103,113245
34103,123528
34103,126023
34103,126684
34103,129001
34103,133582
34103,143445
34103,144250
34112,34436
34112,44115
34203,2897
34203,3503
34203,4766
34203,8824
34203,13422
34203,24988
34203,50340
34203,89766
34203,48979
34203,69455
34203,56372
34203,108803
34203,50484
34203,40119
34203,128227
34203,41290
34203,4671
34203,73051
34203,96119
34288,120854
34288,44115
34288,43516
34288,119708
34288,34652
34426,55151
34426,72562
34426,75495
34426,88767
34426,89182
34426,88786
34426,129847
34436,34112
34436,34652
34436,120854
34531,4238
34531,95241
34531,96316
34531,111984
34531,132139
34572,1136
34572,8643
34572,20324
34572,24988
34595,94520
34595,91691
34615,4766
34615,12264
34615,12930
34615,56061
34615,57807
34615,70396
34615,97875
34615,98679
34615,99558
34652,69497
34652,44115
34652,88349
34738,1919
34738,2308
34738,4598
34738,8350
34738,8651
34738,16587
34738,18269
34738,18852
34763,5935
34763,65773
34763,129433
34763,138213
34763,87396
34763,135274
34763,37008
34763,90961
34763,58916
34763,117903
34857,3719
34857,9602
34857,12022
34857,25181
34857,27486
34857,121971
34857,4671
34857,62483
34857,59081
34857,136245
34914,1891
34914,5867
34914,91214
34914,67915
34914,61969
34914,72964
34914,147125
34914,147122
34914,52050
34914,37926
34914,113245
34914,145071
34914,111406
34914,111675
34914,110311
34914,35646
34914,56266
34914,111460
34914,113580
34914,69340
35069,1699
35069,24271
35069,107797
35069,104233
35069,53129
35157,24399
35157,65737
35157,85994
35157,8255
35157,124106
35157,71487
35157,76369
35157,69706
35259,85659
35259,121716
35259,91391
35259,71605
35259,59081
35259,56166
35259,4671
35259,89891
35259,3130
35259,48985
35259,133133
35262,8934
35262,24161
35262,24988
35262,29327
35262,85659
35262,136245
35262,53875
35262,7685
35262,71426
35262,74740
35262,48872
35262,74006
35262,87521
35262,107369
35262,52190
35262,3130
35262,83618
35322,24161
35322,91426
35322,42582
35322,53085
35322,88280
35322,108483
35322,129847
35322,105643
35322,133754
35322,71487
35322,107731
35322,133730
35322,44723
35322,40289
35322,37815
35322,51905
35322,48979
35322,89184
35322,143433
35322,4673
35322,42384
35322,49069
35322,107916
35322,70435
35322,48826
35324,11645
35324,29730
35324,31658
35324,49325
35324,67449
35324,73906
35324,74818
35324,83618
35324,88997
35324,93513
35324,105643
35324,108803
35332,10301
35332,24440
35332,108858
35332,142674
35332,27511
35332,58279
35332,107916
35347,6150
35347,34763
35347,48274
35347,56375
35347,108803
35347,51895
35347,53875
35347,116660
35347,90961
35347,140030
35347,48872
35347,35685
35347,87989
35347,62483
35436,106552
35436,89891
35436,39961
35438,3503
35438,27428
35438,48979
35438,56379
35438,35646
35438,27511
35438,108803
35440,24862
35440,28304
35440,85976
35440,53592
35440,72892
35440,107740
35440,107731
35440,116366
35440,123840
35440,40977
35440,133730
35440,68833
35440,67449
35440,50051
35440,149646
35512,1435
35512,3464
35512,5935
35512,18810
35512,32255
35512,54542
35512,145986
35512,126023
35512,43171
35512,39591
35512,131112
35512,130928
35512,141766
35512,49328
35518,92892
35518,70385
35549,1435
35549,133582
35549,49325
35549,111984
35574,83618
35574,54542
35574,132978
35574,43162
35574,107541
35574,111984
35574,40289
35582,5935
35582,24988
35582,35646
35582,45969
35582,47985
35582,71426
35582,85994
35646,35582
35646,42000
35646,54357
35646,91045
35685,5935
35685,18810
35687,96178
35734,3641
35734,40246
35734,72399
35734,74818
35734,84544
35734,84721
35734,85607
35734,85908
35734,88627
35734,89891
35734,148317
35833,5382
35860,1435
35860,113353
35860,105111
35860,115890
35860,100868
35860,114929
35860,45286
35860,108922
35860,106252
35860,134340
35884,16041
35884,23451
35884,31974
35884,43425
35884,72478
35916,1435
35916,107950
35916,106359
35916,134340
35916,108922
35916,118844
35916,114929
35916,100868
35916,68150
35916,100874
35916,108356
35916,35860
35916,100875
35916,104800
35916,98374
35918,1435
35918,35860
35918,80459
36094,87082
36094,87167
36094,150176
36094,88735
36412,4972
36412,21167
36412,49785
36412,73757
36412,73959
36412,74310
36412,86657
36412,86306
36412,93798
36412,115462
36412,129432
36521,7933
36521,13944
36521,29526
36521,50387
36521,40807
36521,48826
36521,52190
36521,49148
36521,58279
36521,141766
36521,73890
36521,56166
36521,41646
36521,41648
36521,1752
36521,83978
36577,3719
36577,19434
36577,31658
36577,35918
36577,149520
36577,111462
36577,111532
36577,84931
36577,122063
36577,12854
36577,109234
36577,57809
36577,113245
36577,52050
36577,49325
36577,63768
36577,111984
36577,55043
36626,21021
36626,48358
36626,48985
36626,146246
36754,90047
36754,78156
36841,8609
36841,31658
36841,1395
36841,57918
36903,73906
36903,37132
36903,45696
36903,67915
36903,1395
36903,76737
36903,143681
36952,51895
36952,55953
36952,130828
36952,52589
36961,25181
36961,34763
36961,145986
36961,120796
36961,96485
36961,131254
36961,131112
36961,100146
36961,62483
36972,11095
36972,13613
36972,46210
36972,89936
36972,93513
36972,106055
36972,108803
36972,110287
36972,132013
37005,22085
37005,25181
37005,29721
37005,29730
37005,127874
37005,106356
37005,49207
37005,47212
37005,136255
37005,113318
37005,126708
37005,48274
37005,42265
37005,49016
37005,63770
37005,42360
37005,90428
37005,101560
37005,73890
37005,65488
37005,91976
37005,106536
37005,90961
37005,130771
37005,134878
37005,76737
37005,131112
37005,131884
37005,48872
37005,106552
37005,62483
37005,66827
37005,649
37008,21576
37008,34763
37008,37053
37008,76651
37008,109998
37008,129433
37008,131112
37008,140404
37008,140339
37053,37008
37053,129433
37053,65383
37053,135274
37053,70132
37053,76737
37053,87989
37060,25181
37060,49207
37060,53384
37060,128116
37060,113318
37060,96485
37060,62483
37060,91976
37060,111016
37060,130928
37060,133727
37060,140030
37132,36903
37132,38128
37132,140322
37132,1395
37190,15326
37190,32477
37190,32620
37190,79628
37190,68360
37190,65153
37193,7810
37193,7933
37193,20221
37193,46146
37193,44261
37193,40807
37193,73627
37193,39596
37193,7941
37193,45696
37193,53592
37193,4671
37193,68619
37193,61303
37193,89766
37643,10301
37815,1699
37815,25181
37815,88786
37815,87082
37815,55287
37815,88627
37919,3072
37919,15793
37919,47993
37919,75750
37919,123738
37926,6298
37926,45200
37926,69102
37926,85994
37926,133161
37926,136292
37967,1480
37967,2625
37967,124002
37967,74784
37967,82628
38010,86114
38010,99086
38030,1480
38030,38090
38030,38096
38030,54217
38030,62588
38030,39189
38090,1480
38090,38096
38090,80780
38090,49122
38096,1480
38096,5935
38096,12781
38096,38090
38096,38030
38096,39189
38096,98136
38096,69306
38096,82628
38096,39329
38096,94300
38096,42622
38096,77862
38128,32576
38128,37132
38128,38282
38128,131412
38157,26309
38157,90216
38157,92551
38157,84665
38157,93331
38212,4766
38212,8413
38212,104430
38265,77982
38265,26365
38265,77177
38265,3792
38265,147129
38282,29721
38282,29679
38282,37132
38282,31988
38282,115045
38282,96136
38282,99828
38282,51663
38282,38128
38282,146959
38282,66505
38282,106552
38282,73906
38282,80481
38282,131112
38282,87989
38282,131412
38282,100030
38282,131884
38282,131406
38473,38532
38473,100146
38473,59081
38532,90204
38532,38473
38548,90877
38548,96178
38784,5935
38784,27429
38784,87521
38784,90216
38784,93331
38784,97213
38784,114828
39189,4502
39189,22687
39189,38096
39189,43205
39189,49122
39189,69306
39189,80780
39244,4078
39244,4238
39244,7789
39244,8999
39244,8894
39244,9855
39244,10093
39244,11059
39244,5935
39244,25994
39244,33842
39244,53608
39244,55597
39244,78463
39244,79448
39244,84433
39244,112168
39256,4294
39256,3984
39256,6150
39256,33892
39256,37919
39256,47993
39256,48358
39256,48643
39256,48985
39256,50660
39256,74006
39256,74740
39256,87521
39256,88627
39256,88570
39256,90962
39256,97796
39256,108803
39256,133133
39256,133586
39256,145285
39256,147327
39270,5867
39270,5935
39270,27428
39270,34595
39270,41290
39270,105919
39270,92892
39270,91691
39270,88570
39323,2978
39323,8077
39323,11645
39323,12789
39323,25662
39323,45696
39323,48358
39323,69937
39323,83618
39323,87521
39323,107541
39323,109234
39323,132013
39323,136245
39323,142532
39329,38096
39329,77862
39582,3641
39582,11095
39582,35646
39582,108803
39582,88280
39582,76369
39582,71487
39582,90962
39582,100351
39591,1699
39591,35512
39591,72452
39591,67633
39591,79387
39591,77003
39596,1699
39596,108125
39596,106826
39596,108120
39596,111016
39596,107731
39596,85877
39596,86006
39596,88786
39596,53824
39596,133730
39596,138686
39596,107916
39596,107739
39596,131096
39596,88625
39598,1699
39598,9960
39598,13538
39598,67633
39598,72390
39598,84214
39598,93331
39598,120460
39598,122466
39598,136404
39600,1699
39600,33995
39600,75777
39605,1699
39605,72287
39605,121705
39605,110167
39605,88704
39605,79803
39605,88627
39605,40289
39605,72751
39605,61303
39661,1699
39661,124176
39661,111016
39661,88704
39694,1021
39694,23906
39694,92220
39694,52893
39694,58095
39700,1021
39700,35687
39700,35515
39700,31881
39700,67180
39700,48751
39801,1699
39801,55287
39801,69455
39801,89184
39803,1699
39803,26037
39803,149482
39803,72574
39803,88625
39803,88767
39803,122671
39909,1699
39909,25904
39926,1699
39926,72399
39926,72294
39926,72390
39926,73661
39926,88853
39961,1699
39961,1891
39961,5867
39961,6771
39961,5935
39961,26491
39961,32406
39961,33920
39961,51538
39961,55597
39961,67615
39961,75613
39961,85521
39961,147043
39961,150205
39972,1699
39972,41912
39972,130797
39974,1482
39974,6658
39974,106292
39974,78778
39974,147043
40083,1699
40083,30513
40083,116837
40085,1699
40085,72452
40087,1699
40087,27509
40087,28304
40087,68619
40087,57648
40087,7941
40087,56378
40087,10195
40087,93716
40087,107501
40087,89766
40087,143433
40087,127937
40087,129847
40087,76266
40087,133138
40087,88001
40087,110167
40087,133730
40087,97875
40087,150021
40087,44498
40087,107916
40087,123840
40087,11430
40087,50626
40087,86597
40087,86006
40087,107740
40087,50885
40087,108120
40087,116366
40087,649
40087,71051
40119,85185
40246,2305
40246,3272
40246,9294
40246,31041
40246,35734
40246,129771
40246,49325
40246,53241
40246,70396
40246,85327
40246,140030
40246,74818
40289,84550
40289,88704
40289,119450
40295,25748
40295,35515
40295,31988
40295,75592
40295,123017
40340,25855
40340,144842
40340,69917
40340,53608
40340,102857
40587,27578
40587,137942
40587,52589
40587,92238
40587,79732
40587,72452
40587,89182
40587,79803
40587,130797
40587,121705
40587,88704
40587,136404
40587,124174
40587,88625
40587,67633
40587,72294
40587,89050
40587,75144
40587,64647
40587,79383
40765,21758
40765,72478
40765,115115
40807,11118
40926,43222
40995,62630
40995,147327
40999,2796
40999,15445
40999,15253
40999,12854
40999,43162
41012,6577
41012,7782
41012,20903
41012,24988
41012,26270
41012,26802
41012,39961
41012,44262
41012,53241
41012,62588
41012,63395
41012,84543
41012,111984
41012,122063
41012,131036
41067,26198
41067,59844
41067,56236
41067,3291
41067,106767
41067,79226
41067,147137
41067,76629
41067,71117
41067,26034
41067,46353
41117,3272
41117,4294
41117,12022
41117,12789
41117,22918
41117,25248
41117,1605
41177,1699
41177,41912
41177,89767
41177,102915
41177,124174
41177,124212
41177,85908
41177,88627
41177,72603
41183,1699
41183,34426
41183,53592
41183,72294
41183,72744
41183,79383
41183,88775
41183,88627
41183,88786
41225,3558
41225,48643
41225,1830
41225,111462
41225,61189
41225,86306
41225,57918
41225,49107
41225,88570
41225,90682
41225,74740
41225,74006
41225,53604
41225,99716
41225,132139
41226,47448
41226,3130
41226,43162
41297,1699
41297,60850
41303,1699
41385,1699
41385,13538
41385,42265
41385,42581
41385,64065
41385,88627
41385,112940
41385,120972
41426,8934
41426,10301
41426,18673
41426,48826
41426,48979
41426,70396
41426,107369
41490,58855
41490,58792
41519,23121
41519,27578
41519,54628
41519,61297
41519,135650
41519,137987
41528,20221
41528,70276
41528,108211
41528,108483
41528,88280
41528,116080
41528,109899
41528,46980
41528,7941
41528,91426
41528,53875
41528,70435
41528,88678
41528,107029
41533,24115
41533,24161
41533,27509
41533,59146
41533,108211
41533,70276
41533,21001
41533,106767
41533,108483
41533,7685
41533,88280
41533,49069
41533,110339
41533,70435
41533,107369
41533,48979
41533,12134
41533,109899
41533,88570
41533,61633
41533,76266
41533,7941
41533,46980
41533,91426
41533,108858
41533,107662
41533,107029
41533,67449
41648,44115
41689,25748
41689,29327
41689,33892
41689,36754
41689,45696
41689,68601
41689,53875
41689,7941
41689,85659
41689,49834
41689,99558
41689,123738
41689,8255
41689,87521
41689,89766
41689,50628
41689,100146
41689,52190
41694,30865
41694,98136
41694,101181
41694,49122
41694,42625
41694,12854
41694,102516
41788,32446
41788,77231
41788,124835
41788,62630
41857,8824
41857,42120
41869,5935
41869,51538
41869,84874
41869,141543
41869,124479
41869,118755
41869,100701
41911,25181
41911,28304
41911,39801
41911,41177
41911,66026
41911,84544
41911,91426
41911,45499
41911,107916
41911,107664
41911,53669
41911,74084
41911,58937
41911,111245
41911,107739
41911,107734
41911,41183
41911,67449
41911,107029
41911,126691
41911,89184
41911,48979
41912,7894
41912,25181
41912,35518
41912,39972
41912,41177
42000,35646
42000,123820
42000,97856
42000,56166
42000,98578
42003,18651
42003,51452
42003,56378
42003,129847
42003,39926
42003,94028
42003,84543
42003,132397
42008,3503
42008,132612
42008,43162
42008,29093
42008,129771
42120,41857
42265,90792
42345,1891
42345,6228
42345,5867
42345,5935
42345,78617
42347,25181
42347,39596
42347,123840
42347,42350
42347,124212
42347,133138
42347,61303
42347,72751
42347,10195
42350,42347
42350,143445
42360,29730
42360,70881
42360,90428
42360,130254
42384,9960
42507,1699
42507,112948
42507,42581
42507,96485
42507,120972
42507,43623
42507,133727
42507,43399
42507,78681
42581,1699
42581,12763
42581,13538
42581,42507
42581,130822
42581,96485
42581,112948
42581,57897
42581,96373
42581,26365
42581,43399
42581,41385
42581,133727
42581,120972
42581,64065
42581,43623
42581,115462
42582,1699
42582,24440
42582,60796
42582,72562
42582,88625
42582,88627
42582,143433
42582,144570
42622,11938
42622,38096
42625,12781
